product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_title,review_content,estimated_demand,revenue_score,profit_margin_given,profit,main_category,sub_category,sentiment
Luxor 5 Subject Single Ruled Notebook  A5 Size 70 GSM 300 Pages,OfficeProductsOfficePaperProductsPaperStationeryNotebooksWritingPads&DiariesCompositionNotebooks,125.0,180.0,31.0,4.4,8053.0,Twin wiro bindingPaper color WhitePaper density 70 gsm,Value for moneySmallsized NotebookWorthy for moneyQualityI think it is a normal productValue for moneyQualityQuality Product,Good productThought the book would be longer but it's quite small. But it's easy to carry around.I like the mode of packing along with the quality of the productGreat product.I dislike it because it is too smallBut it has many pages (300)ThxQuality of paper and spiral binding is good. Durable. Good value for the moneyBest notebook for 5 subjects different your syllabus and page quality is good but i didn't like the quantity and page size is small overall good.Would strongly recommend this product. Is made up of high quality paper.,35433.200000000004,4429150.000000001,55.0,664372.5000000001,OfficeProductsOfficePaperProductsPaperStationeryNotebooksWritingPads,DiariesCompositionNotebooks,0.31888888888888894
Zebronics ZebJaguar Wireless Mouse 2.4GHz with USB Nano Receiver High Precision Optical Tracking 4 Buttons Plug & Play Ambidextrous for PCMacLaptop (BlackGrey),Computers&AccessoriesAccessories&PeripheralsKeyboardsMice&InputDevicesMice,399.0,1190.0,66.0,4.1,2809.0,Enjoy seamless connectivity with 2.4GHz Plug & Play4 Buttons Left Click Right Click Middle Click (H7 Wheel) DPI ButtonHigh Precision Sensor with 1600 DPI for smooth cursor movementsComes with USB Nano Receiver (Note USB receiver will be provided inside battery slot or along with the mouse),Good worksuper qualityGood mouse. Handy for work from home.Good Mouse for Laptopvery nice to use and soundlessGoodAt this price it's definitely best. Good working and functioning.Good,very good producteasy to handleuse of dpi is awesomeuse karne mai bhut badiya clicking no sound super quality hai mere accordingI use it for WFH . It's very handy to use and having good battery lifebased on initial usage Mouse is nice and easy for usageVg productjust okhttpsm.mediaamazon.comimagesI71R9CJEM5L._SY88.jpgGood,11516.9,4595243.1,791.0,689286.465,Computers,AccessoriesAccessories,0.3396296296296296
Boult Audio Truebuds with 30H Playtime IPX7 Waterproof Lightning Boult™ Type C Fast Charging (10 Min=100Mins) BoomX™ Tech Rich Bass Pro Calling HD Mic Touch Controls in Ear Earbuds TWS (Grey),ElectronicsHeadphonesEarbuds&AccessoriesHeadphonesInEar,1199.0,7999.0,85.0,3.6,25910.0,One Touch Control & Voice Assistant With one multifunction button you can playpause previousnext track and answerhangup calls.Voice assistant function lets you access siriGoogle Assistant. 20m Transmission Distance.Note  If the size of the earbud tips does not match the size of your ear canals or the headset is not worn properly in your ears you may not obtain the correct sound qualities or call performance. Change the earbud tips to ones that fit more snugly in your earsAuto pairing  Automatically pair with your device as soon as you take them out of the case. No need to manually pair to your device each timeOffers playback time of up to 7.5 hours for every charge. Carrying case can give 4 additional charges to the earbuds making total playtime of up to 30 Hours.Monopod Feature The earbuds can be used separately after successful pairing. Not only listening to both earbuds in stereo mode but also it can be used as monopods to enjoy the music & take callsIPX7 waterproof earbuds and charging case inner Nanocoating makes it possible to waterproof for 1 meters deep for 30 minutes.Ideal for sweating it out at the gym. Even Wash the earbuds and baseDesigned with latest Bluetooth 5.0 the wireless earbuds own fast and stable transmission without tangling. Improved high quality mic for both earbuds bring a better call performance,Worst product😡Ok productGood product 👍Good. Does the JobFitting Issue and Charging issueNot working.Superb I love itIt's ok nice..but not up to the mark,After 20 days of usage pls don't buy this product. It says 10m range but after 30cm it will properly connect.Call rieciv not working touch control not betterhttpsm.mediaamazon.comimagesWWEBP_402378T1imagesI61jo1NSTxJL._SY88.jpgDoes the job. Good value for the money paidEarbuds not with the full 100% charg whenever I take out them from the charging box. Always shows start with 90%. Also not so much fitted in the ears even changing with the eartips. Why company is not giving the refund option?This is return delivery I got and this is also in fault.. my airpots  are not charging  this time..thek are showing full charged but it's not working when I suppose to use.SuperbIt's ok nice..but not up to the mark I used from 10 months 🤝🏻,93276.0,111837924.0,6800.0,16775688.6,ElectronicsHeadphonesEarbuds,AccessoriesHeadphonesInEar,0.3499999999999999
Wembley LCD Writing PadTab  Writing Drawing Reusable Portable Pad with Colorful Letters  9 Inch Graphic Tablet (Assorted),Computers&AccessoriesAccessories&PeripheralsKeyboardsMice&InputDevicesGraphicTablets,235.0,1599.0,85.0,3.8,1173.0,✅Don't let ordinary pens pencils markers or crayons limit your creativity. Utilizing a new liquid crystal technology that's brighter and clearer than most LCD writing tablet you can express your thoughts and ideas in a whole new way. Take pressuresensitive technology further and draw lines of different thicknesses through different pressure levels to unlock your imagination and creativity.✅Magnetic Drawing Board Not only for office whiteboard! It can be used everywhere. By pasting the tape on the back of the LCD board it can be hold on any flat or curved magnetic surface without sliding or falling. You can use it as family budget plan weekly plan message board in kitchen shopping list and so on.✅Onetouch Erase Button & Lock Function Slide the lock button on the back of the tablet to prevents accidental clearing protect your creation! . Tablet displays your notes until you erase them with the touch of a button.Onetouch button erases notes instantly.✅Ecofriendly and Eye Protection The drawing pad can be repeated to use at least 200000 times avoid paper wasting. The eyeprotection colorful screen of the doodle board provides a better painting experience no blue light no glare avoiding injury to eyes from longterm use.Pressuresensitive screen lets you create thick and thin lines. Durable case and recessed screen are safe for school travel and home use.✅The Best Toys Tools For Family Drawing painting writing doodling taking notes even as an office memo board at any time and anywhere. Also a great choice for 3 4 5 6 Kids Toddler Girls Boys as a gift for back to school birthday Thanksgiving Easter Christmas etc. Color may vary as per Availability.,Brightness effectBirthday Gift for my nephew...Product damageVery good !Nice productVery good productJust Ok Ok type Quality and costly Not a Standard Quality Product.Good quality product,The product is really good but after written the words in pad it shows very lighter we can't able to see well.Its good for my nephew .. but price is slightly high for this product..One got damaged immediatelyVery good product if screen little bit more brighter over all nice product !This product is very good its quality is also very good and it proved to be very useful for children purchased a very good productBrightness is good writing is smooth.Easy to use.Has Lock button at behind to restrict unwanted erase.ButWhile writing dots apper near by drawn text and lines automatically without touching there so may b not suitable for precise calculation and maths like stuff example u writing 42 and it may appear 4.2 as dot automatically appear between or near by them at certain places.Dots problem more near border and corner.Same product same package can be seen in much lower price if you google properly.My use was just for rough work soI didn't request for Replace or return as seller send from so far via delivery and i feel it may be uneconomical for seller to receive and return via delivery service. So thinking of seller and understanding their convenience i choose to keep and use it.Human only can help and support Human )Really good quality product.Very light weight.Pen is super cool .Brightness is very high.Must buy product,4457.4,1047488.9999999999,1364.0,157123.34999999998,Computers,AccessoriesAccessories,0.33132703081232484
Gizga Essentials MultiPurpose Portable & Foldable Wooden Desk for Bed Tray Laptop Table Study Table (Black),Computers&AccessoriesAccessories&PeripheralsLaptopAccessoriesLapdesks,549.0,1999.0,73.0,3.6,6422.0,Comes with a stylish panel made using 15mm clip board and has a premium surface with a smooth finishing.Easy to maintain just wipe off the dust and you are good to go. The surface has a powder coating which prevents the loss of texture and colour.Made from high quality ply and aluminium(legs) to make it usable for all kinds of work. The table is capable of holding all laptop sizes available in the market.Usability in all kinds of table work like writing. The table give an ergonomic position for you to sit and work in the most comfortable position.Extremely lightweight and foldable nature makes it highly portable and easy to carry around anywhere you go.,No any specificOk in this price !Write karte samay vibrate hota haiGood but little hard to use on bed because of curvy edgePoorly designed productAll over good productPoor StabilityGood,NASlightly imbalance legs overall ok product to use delicately.DislikeCurvy edge is making it hard to stay on the bed it will usually  fall if the weight on one end of table is more. Overall i am using it so i am used to it now for how to use that. But new people will find it problematic.The feet are badly designed the table rolls over on the slightest nudgenice product but take more time to delivervalue for moneyStability issues was there in this product It was so sackingIts does not full fill all your expectations but provide best quality at these price . It is not stable completely,23119.2,12692440.8,1450.0,1903866.12,Computers,AccessoriesAccessories,0.1099747474747475
ECOSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light LED Portable car Bulb Indoor Outdoor Reading Sleep (4 pcs),Computers&AccessoriesAccessories&PeripheralsUSBGadgetsLamps,89.0,99.0,10.0,4.2,241.0,Multipurpose you can use it as night sleeping Corridor lighting camping lighting or any emergency light.Energy efficient LED light means you don't need to worry about replacing a burnt out bulb. The light source stays cool to the touch and is made to last.Soft light eye protection suitable for sleep wake up breastfeeding reading etc.Power 1W Voltage  5V  Color White  Warm White for choiceThis night light combines a sleek and modern design that is perfect for bedroom kids room nursery bathroom kitchen living room hallway stairs and anywhere,Good & attractiveVery versatileGoodGood Product....Good night light at 5Volt.Pretty good productGoodNice bt it should be in direct plug not in usb,Some USB ports are little loose but I will manage.Apt brightness can be used as a night lampNice productYesGood milky light. Better value for money. Used it in a phone's charger. And also in a power bank. Can be used in snowy winter when least electricity is available in Kashmir.Value for moneyLikeThere was no bill or any label inside d parcel,1012.2,90085.8,10.0,13512.87,Computers,AccessoriesAccessories,0.12259615384615385
Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone Ipad And Ipod. Fast Charging Lightning Cable 3.9 Feet (1.2M)  Black,Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,970.0,1999.0,51.0,4.4,184.0,1.2M Tangle Free durable tough braiding sync & charge cableSupports iOS devices with max output up to 2.4AEnsure fast and stable data transmission up to 480 MbpsUp to 10000 bend and 10000 plugging and unplugging test ensure this cable a longer lifespanCompatible designed to work flawlessly with MFi or apple devices iPhone iMac iPad etc.2 Years Warranty,Very good product.Using as a spare cable in carSturdy Durable Fast Charging!Good brandIt’s like original apple cableOne of the best wire ..Super well build. Quality product worth the moneyGood product,Fast charging.Cable seems to be of good quality not used much as I keep it as backup in my car.It’s good sturdy & durable!It supports fast charging!Only thing is it’s a little expensive!Nice productI am writing this review after 10 days usage of this product and I found it very durable and sturdy. It is also good for travelling where you have to keep it in the bags without any kind of box. I would recommend it to all.Best wire type c to lighting connector go buy worth of moneyValue for moneyI am happy with product. Quality is good. Durable.,809.6,785312.0,1029.0,117796.8,Computers,AccessoriesAccessories,0.42604166666666665
Noise Buds VS201 V2 inEar Truly Wireless Earbuds with Dual Equalizer  with Mic  Total 14Hour Playtime  Full Touch Control  IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),ElectronicsHeadphonesEarbuds&AccessoriesHeadphonesInEar,1299.0,2999.0,57.0,3.8,14629.0,Dual equalizer Enjoy your music the way you like it. Switch between bass or normal mode to get the best sound.Crystal clear calls Want an easy work from home experience? Individual mic in each earbud has got you covered.Up to 14hour playtime Buds VS201 offer a play time of up to 4.5 hours on a single charge and an additional 9.5 hours making a total playtime of up to 14 hours with the charging case. Full touch controls Manage your calls change tracks activate your preferred voice assistant and more with the touch controls on the earbuds.Ergonomic design Designed for allday wear the ergonomic design ensures you get the comfort fit throughout the day. Bluetooth v5.1 Experience lagfree usage thanks to the industryleading Bluetooth v5.1.,Updated decent tws for under 1kSound clarity.Good ProductBuds are very good Quality.NothingBudget FriendlyAmazing soundGood product...,"Updated  Overall you really get what you pay for. They serve the purpose of a decent pair of tws for basic quality calls and music listening. Main problem I noticed was with the pairing and connection strength as they routinely lose signal for no apparent reason. Once or twice I had issue of only one of the buds getting paired and had to reset the other one to get it paired.If you have paired these to one device and try to pair to another one without disconnecting from first it simply doesn't work. This is starting to get annoying but maybe I'll get used to it. We'll see.This is just day 1 review of these. Got them for Rs 898 on some offer on Amazon. I'll post updates later on. Hope this is helpful for anyone interested.Package  The packaging is quite decent for such a low price. Comes with the tws earphones fitted with medium earplugs fitted inside the case. Also included are a very short USB c cable and two additional earplugs  small and large. Package includes some Noise stickers and a pretty good user manual and warranty instruction card.Build  was immediately dissapointed with the plastic case as the lid was rattling and not confidence boosting. Will use it for a while to see if my worries are unfounded. The earphones themselves are rather sturdy feeling in hand. They fit very snuggly into the case and there is no evident feel of them coming lose or rattling within the case.Comfort  This is very subjective and each ear is different. It's one of the reaonss I wanted to get a cheap tws to see if I'm OK with the form factor for long hours. The prefitted medium size earplugs were not comfortable so I switched to the small size ones. And after about 20 mins I forgot I was even wearing them. The earbuds are very lightweight owing to the plastic build but upside is that they don't cause any strain even after an hour of continuous use. One thing to note is that if you have ""Gandhi"" ears then the fit might be a little awkward  I should know. My ears covered the touch areas of the buds so I had to fiddle around a bit if I wanted to do any of the touch actions. YMMV.Sound quality  I liked them. I'm no audiophile but they have decent volume and satisfactory levels of bass and separation. I tried my usual test at httpsyoutu.beJ0a2Prc_MQo and they fared quite well. The treble maxes out at 15khz post which you hear nothing at all but this is to be expected at the price point. There was noticeable vibrations creeping in at below 30hz but the L and R drivers seem to be matched well and all of the panning tests were quite decent. I feel this definitely punches above its price point.Call quality  In a low to no outside noise environment the microphones were very good. There was no lag and the person on the other side said my voice was very clear. But things take a steep fall as soon as little noise is present and you start sounding like you're inside a well. Seems the mics can't figure out how to filter out your voice so they end up trashing the call quality. Overall you get what you pay for here.Range  max I got was around 5m. Not sure how they tested and got 10m as advertised. Any disruptions like a wall will simply break the connection but they connected back automatically every time so far so I guess that's passable.Pairing  UPDATE on 12th Aug 2022       Major issue here is that if already paired to a device like a laptop they simply are unable to be paired to another device like your phone. You have to unpair from the first device and then try to pair again. Had issues like only one of the buds pairing as well.Have to fiddle around to get it to work and is not convenient.I don't have a phone to test the fast pair features  Actually I'm not even sure these support it. Anyway the earphones go into pairing mode as soon as you remove them from the case and I was able to pair with no problems on multiple phones. They will auto pair post this initial setup to previously paired devices. I could not find any way to control the pairing mode though. You have to live with what it comes with as there is no app or anything to control what it does. They switch off pairing mode once you put them in the case so hopefully that means the battery would be saved a little.Battery life  Way too early to tell anything. Will share my experience post one week and one month. But they came around 80% charged in the box and I have stated to charge the case  Box says it will take 2hrs to fully charge it and there are basic indicators like a flashing red led for charging which turns solid red once done. The earphones also have LEDs that blink red & white to indicate pairing low battery etc.Sync issues  None so far. But have seen many such reports and reviews wherein the L and R earphones seem to go out of sync on similar low price TWSes. So will see if I face any such problems.These are the primary areas that I am concerned with while evaluating any TWS so will share how my experience is after a while. So far I'm happy with them.Hi My name is Akshay.I used this product and this is very good in sound and valuable money.good in calling also.everything is perfect.Good Sound Quality...Buds are very good Quality. With great noise cancellation feature.When we received this order box is already opened like this.I was not expected at all.what i don't like is the earpads sometime it came out don't know the reason even i tried different fits. Rest is great.Amazing soundIt is the best choice for the product",55590.2,72211669.8,1700.0,10831750.469999999,ElectronicsHeadphonesEarbuds,AccessoriesHeadphonesInEar,0.1103743657775916
Lapster Gel Mouse pad with Wrist Rest  Gaming Mouse Pad with Lycra Cloth Nonslip for Laptop  Computer  Home & Office (Black),Computers&AccessoriesAccessories&PeripheralsKeyboardsMice&InputDevicesKeyboard&MiceAccessoriesMousePads,230.0,999.0,77.0,4.2,1528.0,mouse pad with wrist rest makes your wrist feel nopain  reducing pressure keeping wrist at right positionGel on below wrist makes stress fress and comfort with rubberized base keeping pad at one place AI7Highquality cloth surface for smooth glidingLycra fabric makes mouse pad with wrist rest tracking more accurate and smooth.dosent irritate to skinmoving mouse fast n free this mouse pad with wrist rest Designed for Office  Gamers HomeOffice generally used with all types of laptops and desktop.,Worth the proceCan't complain for the priceGood productAn Affordable Mouse PadOffice onlyBadiyaWorth it just for the cost to quality ratio.Good.. But could've been excellent.,It's smooth and good quality. The bottom has a finish which stops it from moving... Good productBetter to buy a better one for more priceI like this mouse pad. I have no problem with this item.I wanted to order a mousepad that wasn't a ginormous waste of money like adding a gaming brand's logo on a pad shouldn't cost 500 bucks but here we are.It's a smooth mouse pad that grips the table perfectly. Looks and build quality are good. Stitching looks okay not a single strand standing out. Though I'm talking from a perspective of a person who needs a mousepad not a gamer who's on their 3rd mousepad purchase in a year. ( I'm a gamer myself but don't need a proper desktop setup yet).Not meant for gaming obviouslylook at its size man it feels like you have a kid slave while gaming XDGood productGreat mousepad looks subtle feels good mice work great on it. Stitching seems like it’ll hold up. Worth it just for the price.Good quality & comfort. But it isn't washable. Will have to throw it eventually even if it doesn't go bad.,6417.6,1476048.0,769.0,221407.19999999998,Computers,AccessoriesAccessories,0.3334656084656084
Gizga Essentials Earphone Carrying Case MultiPurpose Pocket Storage Travel Organizer for Earphones Headset Pen Drives SD Cards ShockProof Ballistic Nylon Soft Fabric Mesh Pocket Green,ElectronicsHeadphonesEarbuds&AccessoriesCases,119.0,499.0,76.0,4.3,15032.0,SUPERIOR QUALITY Gizga Essentials Earphone Carrying Case (Headphone Case) is spherical in shape with tapered top. Ergonomically the inside to keep a lot more contents one would think is possible. Excellent for Earphones Pen Drive Coins SD Cards Connectors etc.SECURE & DURABLE When you carry your earphones in your purses and your pockets when you leave them on your tables they have a tendency of getting entangled dirty or lost. It guards carries stores and protects your earphones from dirt and grime and keeps them untangled.BUILD STRONG Build Strong with Semirigid shell covered with 1680d ballistic nylon which makes the case tough and shock resistant and does not transfer impact to the contents inside.MESH COMPARTMENT A handy mesh compartment on the inside of the lid to store small accessories and connectors and hold them on to place.,Good qualityGood quality productMust Go For It 🥰Great case to carry charger or manage cabled productsGoodRugged compact. Would have been better with a loop to hold.best for your earphonesGood,Good quality product at this priceIts good but could be smaller and easier to carryIt's really hard from outside which will protect your kept inside stuffs even if heavy things got loaded on it. Size is big. Surface area is great. Two ear leads with small stuff like pendrive Or ear buds can be there even after closingzipping. Really good one. LOVE !!! LOVE !!!Durable and compact overall a good product vs expensive cases.Can be used for either 1. Earphone  charger cables or 2. Charger  charger cableCharger  Cable  Earphone is a bit stretch for this one.GoodExcellent compact and strong case for storing wired headphones. Only thing missing is a handle or a loop attached to zipper for easy carrying.This is the case you need to store your earphones. Provides excellent protection and is very useful to carry around your earphones!Good,64637.6,7691874.399999999,380.0,1153781.16,ElectronicsHeadphonesEarbuds,AccessoriesCases,0.3032440476190476
SanDisk Ultra SDHC UHSI Card 32GB 120MBs R for DSLR Cameras for Full HD Recording 10Y Warranty,ElectronicsAccessoriesMemoryCardsSecureDigitalCards,449.0,800.0,44.0,4.4,69585.0,Great choice for compact to midrange pointandshoot camerasQuick transfer speeds up to 120MBs to backup those momentsUp to 256GB* to store tons of pictures and even more Full HD videoExceptional video recording performance with UHS Speed Class 1 (U1)5 and Class 10 rating for Full HD video (1080p)Compatible with SanDisk SD UHSI card reader6 for speeds up to 120MBs,Good Product But Spped Upto 30mbpsNiceRegarding CardExcellent SDCARDGoodFake productGoodworking fine readwrite speed is good,Good Product But Spped Upto 30mbpsNiceSuperb card for DSLR camera 😊👍Instant support must buy 👍Totally satisfied with the product 👍👍👍😊Highly recommended purchaseGoodSeems I am fooled by Amazon by selling to me a fake SanDisk 128GB memory card. The card died in 3 months. All the pictures memories got swept away. It is mentioned that it comes with 10 year Warranty.  I have registered the card on sandisk official but did not receive any compensation (refundreplacement) till date even after raising the ticket. Amazon better not sell such cheap crap and loose trust.Goodworking fine readwrite speed is good,306174.0,137472126.0,351.0,20620818.9,ElectronicsAccessoriesMemoryCardsSecureDigitalCards,,0.183974358974359
DIGITEK® (DRL14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube PhotoShoot Video Shoot Live Stream Makeup Vlogging & More,ElectronicsMobiles&AccessoriesMobileAccessoriesPhoto&VideoAccessoriesFlashes&SelfieLightsSelfieLights,1699.0,3495.0,51.0,4.1,14371.0,No Shadow apertures is essentially a boon for PhotoVideo shoots with Lighting effectsCan mount it to a grip head or light stand as per needComes with 5 Feet Light stand and mini TripodDRL14C comes with Intensity control Color temperature control & power button making it easier to operate. It has stepless adjustment of color temperature to maintain product tone or create fine subject detailsIncluded Components  ‎Light Stand Mini Tripod Ring light body ‎Hot shoe mount Smart phone mountFor any product related queries contact our Service Customer Support  Toll Free number 1800123544444 with 12 lines to assist customer from morning 10 am to 6.30 pm Monday to Saturday except Govt. Holidays,Worst Quality StandVery productive product and value for money.GoodIt is functioning goodProduct is good but RGB is of no use  RECOMMENDED FOR WHITE LIGHTNiceWorth for moneyGood product for it's price range,LED is good however the stand that is shipped with the product seems to be manufactured in some local Gaziabad street side factory. The quality and precision are so bad that even this can't hold the LED properly.This product helps in making video professionally and really value for money.Nice productPros1. Product quality is good.2. Sturdy feel and good fitting.3. Medium size is better.4. Light intensity is okay but can be even better.5. Wire length is okay.6. Mobile holder is sturdy and fits well.7. Height for a 6.2 ft person is okay.Cons1. RGB is not that good very low light.2. Not that easy to dismantle as sometimes it becomes wobbly while handling.Not badWorth for money but built quality improved required in inner thread to plastic mould placeLightweight yet sturdy enough. Can select different height according to your requirement. Ring light is not very bright even at it's highest setting but if you even have moderate lighting in the room picsvideo will turn out good. Good for beginners.,58921.09999999999,100106948.89999999,1796.0,15016042.334999999,ElectronicsMobiles,AccessoriesMobileAccessoriesPhoto,0.24021592442645073
Classmate Long Notebook  140 Pages Single Line 297mm x 210mm (Pack of 12),OfficeProductsOfficePaperProductsPaperStationeryNotebooksWritingPads&DiariesCompositionNotebooks,561.0,720.0,22.0,4.4,3182.0,The cover design of the notebook is subject to change it depends on stock availabilityLong Notebook  140 Pages Single Line 297mm x 210mm (Pack of 12)Notebooks for every subject for hasslefree notetaking during classes or lectures.Classmate uses and elemental chlorine free paperThis notebook consists of papers,Good 👍Product is GoodVALUE FOR MONEYWorth itNotebook is good and paking in very badVery nice book and good packagingNice set of 12 Lovely 😍 Books 📚The books are beautiful,All goodProduct is Goodi love the Notebook .Quality is Good . And I like the texture of page and Packaging is also Good Not Bad Value for moneyGood quality copy pages are soft and bright.Feels good in writingNote book is good and paking is very badvery nice bookGood set of 12 books. Value for money and outer cover is very lovely and Good to use I will surely recommend this to everyone to buy it and my father took 2 books on seeing it.The books are in great condition they also have a matte finish good quality paper I will surely purchase again,14000.800000000001,7854448.800000001,159.0,1178167.32,OfficeProductsOfficePaperProductsPaperStationeryNotebooksWritingPads,DiariesCompositionNotebooks,0.56
Lenovo 300 Wired Plug & Play USB Mouse High Resolution 1600 DPI Optical Sensor 3Button Design with clickable Scroll Wheel Ambidextrous Ergonomic Mouse for Comfortable AllDay Grip (GX30M39704),Computers&AccessoriesAccessories&PeripheralsKeyboardsMice&InputDevicesMice,289.0,590.0,51.0,4.4,25886.0,A highresolution 1600 dpi optical sensor ensures you’ll be smoothly gliding from windowtowindow. Cable LengthType  1.80 mComfortable use for long hours with great performanceUSB A type connectivity with laptop desktop or CPUGreat Aesthetics Usage ideal for office education sectors designing basic gaming etcWarranty 1 YearWired mouse with 1600dpi optical sensorNote  In case of Wireless mouse the USB receiver will be provided inside or along with the mouse,worth buying this mouse!GoodTraditional mouse that does the jobniceGOOD PRODUCT AND GOOD QUALITYWorth the price money and amazing built qualityCompact mousesuper comfortable,I am not a progamer i play gta valo and csgo this mouse is enough for casual gaming and i didn't find any issues with it although after a year something i can hear the parts in side the mouse rattling but that could be because the mouse was dropped several times though the year. maybe it's well built so even the counterparts are moving the mouse still worksGood at this priceNothing much to say sbout it. It does the job and cable is strong enough. Decent buy if you want a simple mouse with long enough cable.the product built is quite good and hold is also nice must buy if you are looking for a good mouse at this priceA standard mouse with good build quality. Can be used for both office and home basic purposes.Cheap in priceGreat built qualitySmooth in useBest over other mouses of this price segment and even better than costly mouses.Prefect product overall.If you want good daily use mouse go for it over any mouse in the marketCan be used for normal purpose. Adequate length of the cable. Brand value comes with quality. Easy to use not suitable for gaming.been using from a while and its super comfortable,113898.40000000001,32916637.6,301.0,4937495.64,Computers,AccessoriesAccessories,0.2076923076923077
Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop LaptopDesktop Riser Stand Holder Compatible for MacBook HP Dell Lenovo & All Other Notebook (Silver),Computers&AccessoriesAccessories&PeripheralsLaptopAccessoriesNotebookComputerStands,599.0,1999.0,70.0,4.4,4736.0,Dyazo Height Adjusting Laptop Stand Or Laptop Ergonomic Stand Or Laptop Stands For Office Desk Improves Your Posture Scientifically Designed To Help You Balance You’re Sitting Posture Keeping Your Back Straight Neck Relaxed And Wrists Natural Even After Long Work HoursMultiAngle Adjustable Design The Aluminium Laptop Stand Or Metal Laptop Stand Or Foldable Laptop Stand Or Better Known As A Aluminum Laptop Stand Provides 6Speed Adjustable Height Adjust To Comfortable Operating Angle And Height Based On Your Actual Need. And The Ergonomic Design Makes For Easy Watching And Typing Relieving Neck Shoulder And Spinal Pain.Compatibility The Laptop & Tablet Stand Supports Most Devices From 10  15.6 Inches Macbook Thinkpad Surface Chromebook Ipad Pro Etc. Therefore Known As A 11.6 Inch Laptop Stand 12 Inch Laptop Stand  13.3 Inch Laptop Stand 15 Inch Laptop Stans & 15.6 Inch Laptop StandDyazo Travel Laptop Stand Or Laptop Stand Metal Is A Laptop Foldable Stand Which You Can Fold And Carry Easly In Your Backpack Or Briefcase You Can Use It To Change Angle Of Your Laptop Therefore Use It As Laptop Incline Stand Or Laptop Height StandLaptop stand fully foldable light weight at 260gm only and extremely handy to carry in your office bag Increases laptop lifekeeps your laptop cooler so the battery life and internal components life also improvesEXQUISITE WORKMANSHIP Machined from anodized aluminum alloy with sand blasted and brushed processes. With Nonslip silicone mat avoid from risking of any scratches to your devices and stable placement makes it the best laptop stand available in the marketOne year warranty,Price wise the best in CategoryLaptop is not sitting properly on the stand.Product QualityA good product.Awesome productNot that good for heavy 17 inches laptopsGood product can be betterValue for money and compact,"I've just started using it i can't say much about its sturdiness. Lookwise it does feel sturdy but depending on the usages it will show how long ot will lastAt all stages one side of the stand doesn't fit properly.Not that perfect one side has a little gapQuite satisified with the product after about 2 weeks of use. Value for the money. Ergonomics is satisfactory but still it needs to be looked into. From the looks of it it would have a long term durability also.This is an awesome product that I have purchased till date for my WFH purpose. It can hold 14"" Laptop very well. It can be adjusted for different heights. Grip to the table is really good. It helps to view the laptop with required angle. Easy to carry. Looks really great on a black table. Classic silver piece. Packaging is also very good.3.5 starsI got this delivered today and tried it out. My laptop is 2.5 KG and 17 inches a bit of a heavy machine.While the stand held my laptop it did not fit properly. Because of the laptop's weight or the size the front of the laptop raises instead of staying on the padded notches. Have to move the machine forward a bit for it to stay on.If you want to use it as simply a stand  where you set the laptop and use external devices to use it like the mouse gamepad or the keyboard it is fine. You can go for it.If you want to use the machine itself when on the stand  touchpad and keyboard you might face some issues. Using it directly is making the machine a bit wobbly.Will test it out with heavy work  gaming to see how the temperature holds. Might edit the review and the rating after using it a bit.The product itself is awesome and in modern day where ease to carry and compact products are preferred it is a good choice  my only reason to give 4 stars and removing one out of five is the product latches (linkagesarms that set the level of elevation angle ) are bit free And can be undone from one of either side with a slight jerk while the second side latch supports all the weight in the meantime.It is very convenient and compact to carry along with you. Definitely value for money 👍",20838.4,12482201.600000001,1400.0,1872330.2400000002,Computers,AccessoriesAccessories,0.21549479166666669
